gameId,gameName,roundIndex,historyRounds,playerId,playerAvatar,actual_available,predicted_contribution,predicted_contribution_raw,predicted_contribution_reasoning,predicted_contribution_parsed,actual_contribution,contribution_abs_error,predicted_punished_avatar,predicted_rewarded_avatar,predicted_punished_pid,predicted_rewarded_pid,predicted_actions_reasoning,predicted_actions_parsed,actual_punished_avatar,actual_rewarded_avatar,actual_punished_pid,actual_rewarded_pid,actual_data.punished_raw,actual_data.rewarded_raw,demographics
24hqfcDGXxLrMr7JY,VALIDATION_0_T,1,0,2AbqxroirFM7Jt5HN,SLOTH,True,20,20,"In the first round, I will contribute to see if others cooperate, anticipating potential gains from the multiplier.",True,20.0,0.0,"{""CHICK"":2}",{},"{""zwyvTeMgE46i7sp95"":2}",{},Everyone else contributed except for CHICK. I punish CHICK to discourage future free-riding.,True,{},{},{},{},{},{},Your demographic profile: age=30; gender=unknown; education=master.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,1,0,FLc4PQJ7mZajWX8sg,GORILLA,True,20,20,First round. Experimenting. Contribute all to see what happens.,True,20.0,0.0,"{""CHICK"":10}",{},"{""zwyvTeMgE46i7sp95"":10}",{},"First round. CHICK contributed zero, so will punish them to discourage free-riding.",True,{},{},{},{},{},{},Your demographic profile: age=33; gender=unknown; education=other.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,1,0,H3ePB669eodv3moo5,DUCK,True,20,20,"First round, don't know if others will contribute. Starting with 0 to observe.",True,20.0,0.0,"{""CHICK"":10}",{},"{""zwyvTeMgE46i7sp95"":10}",{},Everyone else contributed. Punishing the non-contributor to signal that free-riding is not acceptable.,True,{},{},{},{},{},{},Your demographic profile: age=33; gender=man; education=high_school.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,1,0,Mii6JrTCG6vy79HQX,CHICKEN,True,20,20,"It's the first round, so I'll contribute to see what others do.",True,20.0,0.0,"{""CHICK"":10}",{},"{""zwyvTeMgE46i7sp95"":10}",{},Chick didn't contribute.,True,{},{},{},{},{},{},Your demographic profile: age=43; gender=unknown; education=high_school.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,1,0,ZeAKQiyLhL7mKBScm,PARROT,True,20,20,"First round, testing the waters. Contributing to see if others will as well.",True,20.0,0.0,"{""CHICK"":10}",{},"{""zwyvTeMgE46i7sp95"":10}",{},Everyone contributed except Chick. Punishing Chick to discourage free-riding.,True,{},{},{},{},{},{},Your demographic profile: age=26; gender=man; education=bachelor.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,1,0,miemBbMNhTAgjuqMS,MOOSE,True,20,20,"First round, unsure of others. Will contribute half, hoping for reciprocity.",True,20.0,0.0,"{""CHICK"":1}",{},"{""zwyvTeMgE46i7sp95"":1}",{},"CHICK contributed nothing, despite everyone else contributing. A small punishment might encourage future cooperation.",True,{},{},{},{},{},{},Your demographic profile: age=46; gender=unknown; education=bachelor.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,1,0,uFKsLigGBDn7pTHRf,RABBIT,True,20,20,"As a first round, I'll contribute in hopes of encouraging cooperation.",True,0.0,20.0,"{""CHICK"":2}",{},"{""zwyvTeMgE46i7sp95"":2}",{},Everyone else contributed. CHICK did not. Punish CHICK to discourage free-riding.,True,"{""SLOTH"":1,""DUCK"":1}",{},"{""2AbqxroirFM7Jt5HN"":1,""H3ePB669eodv3moo5"":1}",{},"{""2AbqxroirFM7Jt5HN"":1,""H3ePB669eodv3moo5"":1}",{},Your demographic profile: age=57; gender=unknown; education=bachelor.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,1,0,x8hcTZPp6hJAxsk2K,OWL,True,20,20,"First round, testing the waters to see if others contribute. Contribution is 0.",True,20.0,0.0,"{""CHICK"":10}",{},"{""zwyvTeMgE46i7sp95"":10}",{},"Everyone else contributed to the pot, but CHICK did not. I want to disincentivize free-riding.",True,{},{},{},{},{},{},Your demographic profile: age=36; gender=unknown; education=high_school.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,1,0,zwyvTeMgE46i7sp95,CHICK,True,0,0,"First round, optimistic. Contributing the full amount to see if others do too.",True,20.0,20.0,{},{},{},{},"The others all contributed, while I didn't. It feels unfair to benefit from their cooperation without contributing myself.",True,{},{},{},{},{},{},Your demographic profile: age=22; gender=unknown; education=bachelor.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,2,1,2AbqxroirFM7Jt5HN,SLOTH,True,20,20,"Majority contributed last round, let's keep it up.",True,20.0,0.0,{},{},{},{},"Everyone contributed, no need to punish.",True,{},{},{},{},{},{},Your demographic profile: age=30; gender=unknown; education=master.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,2,1,FLc4PQJ7mZajWX8sg,GORILLA,True,20,20,Round 1 had good cooperation. Continue to contribute fully.,True,20.0,0.0,{},{},{},{},Full cooperation. No need to punish.,True,{},{},{},{},{},{},Your demographic profile: age=33; gender=unknown; education=other.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,2,1,H3ePB669eodv3moo5,DUCK,True,20,20,"Everyone contributed last round, so will do the same.",True,20.0,0.0,{},{},{},{},"Everyone contributed last round, so no punishment.",True,{},{},{},{},{},{},Your demographic profile: age=33; gender=man; education=high_school.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,2,1,Mii6JrTCG6vy79HQX,CHICKEN,True,20,20,"Contributed fully last round, so did most others. Let's continue doing that for now.",True,20.0,0.0,{},{},{},{},"Everyone contributed, so no punishment needed.",True,{},{},{},{},{},{},Your demographic profile: age=43; gender=unknown; education=high_school.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,2,1,ZeAKQiyLhL7mKBScm,PARROT,True,20,20,"Everyone contributed last round, maintaining a good level of cooperation. I will continue to contribute fully.",True,20.0,0.0,{},{},{},{},"Everyone is contributing, no need to punish anyone.",True,{},{},{},{},{},{},Your demographic profile: age=26; gender=man; education=bachelor.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,2,1,miemBbMNhTAgjuqMS,MOOSE,True,20,20,High contribution rate in the last round. Continuing to cooperate.,True,20.0,0.0,{},{},{},{},"Everyone contributed fully, so no punishment is necessary.",True,{},{},{},{},{},{},Your demographic profile: age=46; gender=unknown; education=bachelor.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,2,1,uFKsLigGBDn7pTHRf,RABBIT,True,20,20,"Others contributed fully, I will too, hoping for cooperation.",True,0.0,20.0,{},{},{},{},"Everyone contributed fully, no punishment needed.",True,"{""CHICK"":1,""DUCK"":1,""CHICKEN"":1}",{},"{""zwyvTeMgE46i7sp95"":1,""H3ePB669eodv3moo5"":1,""Mii6JrTCG6vy79HQX"":1}",{},"{""zwyvTeMgE46i7sp95"":1,""H3ePB669eodv3moo5"":1,""Mii6JrTCG6vy79HQX"":1}",{},Your demographic profile: age=57; gender=unknown; education=bachelor.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,2,1,x8hcTZPp6hJAxsk2K,OWL,True,20,20,"Everyone contributed last round, and the payoff was good. I will continue to contribute to maximize the group benefit.",True,20.0,0.0,{},{},{},{},Everyone contributed. No need for punishment.,True,"{""RABBIT"":2}",{},"{""uFKsLigGBDn7pTHRf"":2}",{},"{""uFKsLigGBDn7pTHRf"":2}",{},Your demographic profile: age=36; gender=unknown; education=high_school.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,2,1,zwyvTeMgE46i7sp95,CHICK,True,20,20,Everyone contributed last round. Let's keep it up for maximum benefit.,True,20.0,0.0,{},{},{},{},"Everyone is contributing, no need to punish anyone.",True,"{""RABBIT"":1}",{},"{""uFKsLigGBDn7pTHRf"":1}",{},"{""uFKsLigGBDn7pTHRf"":1}",{},Your demographic profile: age=22; gender=unknown; education=bachelor.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,3,2,2AbqxroirFM7Jt5HN,SLOTH,True,20,20,Majority are contributing. Continue to cooperate to maximize group benefit.,True,20.0,0.0,"{""RABBIT"":4}",{},"{""uFKsLigGBDn7pTHRf"":4}",{},Rabbit is consistently free-riding.,True,"{""DUCK"":1}",{},"{""H3ePB669eodv3moo5"":1}",{},"{""H3ePB669eodv3moo5"":1}",{},Your demographic profile: age=30; gender=unknown; education=master.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,3,2,FLc4PQJ7mZajWX8sg,GORILLA,True,20,20,Continued cooperation as most players are contributing.,True,20.0,0.0,"{""RABBIT"":4}",{},"{""uFKsLigGBDn7pTHRf"":4}",{},"Rabbit consistently defects, so I am imposing a punishment.",True,"{""RABBIT"":2}",{},"{""uFKsLigGBDn7pTHRf"":2}",{},"{""uFKsLigGBDn7pTHRf"":2}",{},Your demographic profile: age=33; gender=unknown; education=other.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,3,2,H3ePB669eodv3moo5,DUCK,True,20,20,"Despite getting punished, continuing to cooperate is the best strategy in the long run.",True,0.0,20.0,"{""RABBIT"":8}",{},"{""uFKsLigGBDn7pTHRf"":8}",{},Rabbit consistently free-rides and punishes. Time to retaliate.,True,"{""RABBIT"":1}",{},"{""uFKsLigGBDn7pTHRf"":1}",{},"{""uFKsLigGBDn7pTHRf"":1}",{},Your demographic profile: age=33; gender=man; education=high_school.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,3,2,Mii6JrTCG6vy79HQX,CHICKEN,True,20,20,"Contribute to maximize the total gain, even though I was punished last round.",True,20.0,0.0,"{""RABBIT"":4}",{},"{""uFKsLigGBDn7pTHRf"":4}",{},"RABBIT is a consistent free rider, and I want to discourage that behavior. I'm not getting anything back from this person.",True,{},{},{},{},{},{},Your demographic profile: age=43; gender=unknown; education=high_school.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,3,2,ZeAKQiyLhL7mKBScm,PARROT,True,20,20,"Continue to cooperate, since most others are as well.",True,20.0,0.0,"{""RABBIT"":6}",{},"{""uFKsLigGBDn7pTHRf"":6}",{},"Rabbits consistently freeload, and it's hurting the group.",True,{},{},{},{},{},{},Your demographic profile: age=26; gender=man; education=bachelor.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,3,2,miemBbMNhTAgjuqMS,MOOSE,True,20,20,High contribution is likely to maximize the payout of this public goods game if players work together.,True,20.0,0.0,"{""RABBIT"":2}",{},"{""uFKsLigGBDn7pTHRf"":2}",{},Rabbit and others consistently free-ride.,True,{},{},{},{},{},{},Your demographic profile: age=46; gender=unknown; education=bachelor.
24hqfcDGXxLrMr7JY,VALIDATION_0_T,3,2,uFKsLigGBDn7pTHRf,RABBIT,True,0,0,"Others continue to contribute, but I want to see if they can sustain it without my contribution. I'm also punished for not contributing.",True,20.0,20.0,"{""OWL"":5}",{},"{""x8hcTZPp6hJAxsk2K"":5}",{},Punishing those who punish me.,True,{},{},{},{},{},{},Your demographic profile: age=57; gender=unknown; education=bachelor.
