gameId,n_rows,predicted_contribution_parsed,contrib_mae,contrib_rmse,contrib_bias,contrib_corr,action_exact_match,target_set_exact,target_precision,target_recall,target_f1,target_jaccard,target_hit_any,unit_mae_on_overlap,unit_exact_on_overlap_rate,actual_any_action_rate,pred_any_action_rate,actual_any_punish_rate,pred_any_punish_rate,actual_any_reward_rate,pred_any_reward_rate
24hqfcDGXxLrMr7JY,54,1.0,2.962962962962963,7.69800358919501,0.0,0.1183673469387757,0.14814814814814814,0.2037037037037037,0.26851851851851855,0.2638888888888889,0.25925925925925924,0.24444444444444444,0.2962962962962963,2.0,0.3333333333333333,0.3333333333333333,0.8148148148148148,0.3333333333333333,0.8148148148148148,0.0,0.0
2KKC9nMd8nRXfgH5G,116,1.0,7.982758620689655,10.884186567740343,-0.22413793103448276,0.050316644726595285,0.09482758620689655,0.11206896551724138,0.16235632183908044,0.1479885057471264,0.1479885057471264,0.13793103448275862,0.1724137931034483,0.45454545454545453,0.5454545454545454,0.1896551724137931,0.9137931034482759,0.0,0.0,0.1896551724137931,0.9137931034482759
2TDnnb4wn9rwy3CYZ,40,1.0,4.775,6.623820649745885,-0.225,0.446534836319037,0.1,0.15,0.30416666666666664,0.30416666666666664,0.2891666666666667,0.25416666666666665,0.375,0.7142857142857143,0.5,0.425,0.975,0.225,0.575,0.2,0.55
2TquMDieEiixty8AN,60,1.0,2.3333333333333335,6.831300510639732,-0.3333333333333333,0.30151134457776396,0.45,0.4666666666666667,0.5083333333333333,0.52,0.5055555555555555,0.495,0.5333333333333333,2.0,0.0,0.25,0.5,0.25,0.5,0.0,0.0
2YKNNw2fCqfipoCoZ,171,1.0,6.315789473684211,11.239029738980328,-0.4678362573099415,0.3689760281086812,0.14619883040935672,0.14619883040935672,0.18181375155059362,0.21368952684742162,0.18019282536826398,0.1678845683231648,0.25146198830409355,0.3333333333333333,0.6666666666666666,0.21637426900584794,0.8187134502923976,0.0,0.0,0.21637426900584794,0.8187134502923976
2gfGWhbozeGdJFuXg,40,1.0,4.975,7.083431371870557,0.075,0.5074485897903935,0.025,0.025,0.07083333333333333,0.07083333333333333,0.06666666666666667,0.05500000000000001,0.1,0.6666666666666666,0.6666666666666666,0.3,0.95,0.25,0.55,0.175,0.6
2khRAszouj8vP8ZfP,92,1.0,1.0869565217391304,4.662524041201569,0.6521739130434783,-0.022349507813383657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0
3A3sYGqp4MsqL6MNC,52,0.9807692307692307,5.384615384615385,10.377490433255417,0.7692307692307693,0.3907518403363143,0.1346153846153846,0.19230769230769232,0.4375,0.42019230769230764,0.4134004884004883,0.37211538461538457,0.5,0.5515873015873016,0.5912698412698413,0.4423076923076923,0.8846153846153846,0.0,0.0,0.4423076923076923,0.8846153846153846
3BxNLPzWw2rpgPJPe,162,0.9938271604938271,2.9814814814814814,5.360463403590642,-0.5,0.6259787601490086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0
3Ce6KgbmNCQEwYBfk,116,1.0,1.25,3.1745214138349347,-0.0603448275862069,0.7541049367774072,0.21551724137931033,0.25,0.37643678160919536,0.36350574712643674,0.3589080459770114,0.3347701149425287,0.4051724137931034,0.2553191489361702,0.7872340425531915,0.4396551724137931,1.0,0.0,0.0,0.4396551724137931,1.0
3EG5RaDj4z7hkT2JD,18,1.0,4.833333333333333,8.403041777303688,-0.7222222222222222,0.20621893125253635,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,,,0.05555555555555555,0.5,0.05555555555555555,0.5,0.0,0.0
3EQGxadfbmAKaACgZ,24,1.0,2.5,7.0710678118654755,0.8333333333333334,-0.06286946134619315,0.0,0.0,0.12499999999999999,0.21527777777777776,0.15138888888888888,0.11111111111111109,0.25,0.5,0.8333333333333334,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.25,0.875
3NXGadc6567AGQEq9,48,1.0,8.333333333333334,12.909944487358056,0.0,0.1652173913043477,0.2708333333333333,0.2708333333333333,0.2743055555555556,0.2916666666666667,0.27678571428571425,0.2743055555555556,0.2916666666666667,0.0,1.0,0.10416666666666667,0.7083333333333334,0.0,0.0,0.10416666666666667,0.7083333333333334
